1056338697_4f7d7ce270.jpg#zhm#0 一个穿蓝色衬衫的金发女人似乎要搭车。
3591462960_86045906bd.jpg#zhm#3 一个男人在骑牛的时候被抛到空中。
3591462960_86045906bd.jpg#zhm#4 那个男人在红色篱笆前完全飞离了。
3592968286_b63c81bcd2.jpg#zhm#0 一个穿着华丽的人在舞台上弹吉他。
3592968286_b63c81bcd2.jpg#zhm#1 一个人在灯光下玩吉他，其他人在背后。
3592968286_b63c81bcd2.jpg#zhm#2 一个女人在一个圆形灯光下弹吉他。
3592968286_b63c81bcd2.jpg#zhm#3 在黑暗的房间里演奏吉他的人。
3592968286_b63c81bcd2.jpg#zhm#4 那个男人在乐队中表演吉他。
3592992234_6d3fe58a70.jpg#zhm#0 一个穿白衬衣的人在挥一根棍子。
3592992234_6d3fe58a70.jpg#zhm#1 一个穿白衬衫的人拿着棍子走在高高的草丛里。
3592992234_6d3fe58a70.jpg#zhm#2 一个人正拿着一根手杖在田野里走。
3592992234_6d3fe58a70.jpg#zhm#3 一个左手拿着树枝的人在一片田野中。
3592992234_6d3fe58a70.jpg#zhm#4 高尔夫球场附近一个男人正准备扔一根棍子。
3593392955_a4125087f6.jpg#zhm#0 一只黑色和棕色相间的狗正与一只白灰相间的狗一起奔跑。
3593392955_a4125087f6.jpg#zhm#1 两只狗正跑进树林里。
3593392955_a4125087f6.jpg#zhm#2 两只狗在森林里沿着一条土路跑下来。
3593392955_a4125087f6.jpg#zhm#3 两只狗在树林中跑离相机。
3593392955_a4125087f6.jpg#zhm#4 两只狗在森林附近的一块土地上奔跑。
3595643050_d312e4b652.jpg#zhm#0 一只狗正接住一颗球。
3595643050_d312e4b652.jpg#zhm#1 一只狗在一个白色房子旁跳到空中。
3595643050_d312e4b652.jpg#zhm#2 一只白色的狗用后腿站在地上，嘴里叼着一个球。
3595643050_d312e4b652.jpg#zhm#3 一只黄色的狗站在他的后腿上。
3595643050_d312e4b652.jpg#zhm#4 黄色的狗后腿站立，嘴里叼着球，一栋建筑物在背景中。
3596131692_91b8a05606.jpg#zhm#0 孩子们正在踢足球，而一个成年人在看。
3596131692_91b8a05606.jpg#zhm#1 穿着绿色和黄色足球服的孩子们在追着足球跑。
3596131692_91b8a05606.jpg#zhm#2 三个穿着霓虹色衣服的孩子在踢足球，而一个年轻男人在看着。
3596131692_91b8a05606.jpg#zhm#3 三个穿着足球服的孩子追赶这一个蓝灰色的足球。
3596131692_91b8a05606.jpg#zhm#4 三个孩童足球运动员冲着球跑去。
3597326009_3678a98a43.jpg#zhm#0 女孩的双手，另一个人的双脚，和一个坐在野餐桌旁敲鼓的男孩。
3597326009_3678a98a43.jpg#zhm#1 一张一群人的脚的照片。
3597326009_3678a98a43.jpg#zhm#2 一群露出来胳膊和脚的人坐在一个放着照相机和香烟的桌子上。
3597326009_3678a98a43.jpg#zhm#3 三个人坐在野餐桌上，旁边有两个照相机和一个鼓。
3597326009_3678a98a43.jpg#zhm#4 三个人坐在长椅上。
359837950_9e22ffe6c2.jpg#zhm#0 一只黑色的狗正穿过岩石景观。
359837950_9e22ffe6c2.jpg#zhm#1 一只黑狗正在多云的蓝天下跑过岩石地面。
359837950_9e22ffe6c2.jpg#zhm#2 一只黑色的狗正在一个岩石地形的路上走着。
359837950_9e22ffe6c2.jpg#zhm#3 在一片蓝色，多云的天空下，一只黑色的狗走过布满岩石杂草的地面。
359837950_9e22ffe6c2.jpg#zhm#4 一只在岩石地形的狗。
3601843201_4809e66909.jpg#zhm#0 一个骑摩托车赛车的人。
3601843201_4809e66909.jpg#zhm#1 一个骑摩托车的车手在赛道上快速转弯。
3601843201_4809e66909.jpg#zhm#2 一个穿着红白色相间制服的人正在骑着一辆号码为58的摩托车。
3601843201_4809e66909.jpg#zhm#3 红白相间的摩托车在赛道上转弯。
3601843201_4809e66909.jpg#zhm#4 一辆编号为58的红白相间的摩托车围着赛道全速行使。
3602838407_bf13e49243.jpg#zhm#0 一只黑狗在水中。
3602838407_bf13e49243.jpg#zhm#1 一只黑狗站在岩石海滩上的浅水区里。
3602838407_bf13e49243.jpg#zhm#2 一只站在潮汐池里的狗。
3602838407_bf13e49243.jpg#zhm#3 一只大海中的小黑狗，背景是一些石头。
3602838407_bf13e49243.jpg#zhm#4 一只黑色的小狗在水里玩。
3605061440_1d08c80a57.jpg#zhm#0 一群孩子们，一个孩子拿着棍子，六个孩子在抚摸一只拴着蓝色带子的狗。
3605061440_1d08c80a57.jpg#zhm#1 一群小孩正在草地上摸着一只白狗。
3605061440_1d08c80a57.jpg#zhm#2 一群小孩在户外的草地上围着一只白色的狗。
3605061440_1d08c80a57.jpg#zhm#3 一群孩子在和一只狗玩。
3605061440_1d08c80a57.jpg#zhm#4 一群孩子在草地上围着一只带着蓝色项圈的狗并抚摸它。
3605676864_0fb491267e.jpg#zhm#0 一个背后有一个沙滩排球在水池里玩的男孩。
3605676864_0fb491267e.jpg#zhm#1 一个小男孩在按摩浴池里玩耍。
3605676864_0fb491267e.jpg#zhm#2 孩子们在充气泳池中玩耍。
3605676864_0fb491267e.jpg#zhm#3 男孩在游泳池里游泳时笑了起来。
3605676864_0fb491267e.jpg#zhm#4 两个孩子在游泳池里，附近飘着一个沙滩球。
3609032038_005c789f64.jpg#zhm#0 一个越野摩托车车手骑过岩石。
3609032038_005c789f64.jpg#zhm#1 一个骑着越野摩托车的人选择了岩石区的一条不常见的道路。
3609032038_005c789f64.jpg#zhm#2 一辆越野摩托车正在被骑着穿过岩石。
3609032038_005c789f64.jpg#zhm#3 一个在石路上摩托车骑手和一个在后面举着相机的人，周围围绕着树木。
3609032038_005c789f64.jpg#zhm#4 一个骑着摩托车的车手，在岩石上骑行。
3609645320_815c294b65.jpg#zhm#0 一家人坐在混凝土台阶上摆姿势。
3609645320_815c294b65.jpg#zhm#1 一家人坐在室外的楼梯上照相。
3609645320_815c294b65.jpg#zhm#2 一群人坐在外面的台阶上。
3609645320_815c294b65.jpg#zhm#3 一群人坐在树林里的水泥台阶上，微笑着。
3609645320_815c294b65.jpg#zhm#4 这五个人坐在户外的台阶上。
3610683688_bbe6d725ed.jpg#zhm#0 一只狗朝着太阳在水面反射的倒影方向向水中走去。
3610683688_bbe6d725ed.jpg#zhm#1 一只狗正在水里跋涉。
3610683688_bbe6d725ed.jpg#zhm#2 一只狗蹚过水中。
3610683688_bbe6d725ed.jpg#zhm#3 一只狗穿过池塘。
3610683688_bbe6d725ed.jpg#zhm#4 那只狗正往水中走去，太阳在水面上投筑出一个倒影。
3613424631_3ae537624f.jpg#zhm#0 一个自行车手坐在台阶上，旁边是他的自行车。
3613424631_3ae537624f.jpg#zhm#1 一个戴着头盔的男人坐在画着涂鸦的台阶上，旁边是一架自行车。
3613424631_3ae537624f.jpg#zhm#2 一个人坐在他自行车旁边的楼梯上。
3613424631_3ae537624f.jpg#zhm#3 一个带着他自行车的人在一个被拆除的建筑物中。
3613424631_3ae537624f.jpg#zhm#4 有一辆自行车坐在瓦砾旁边的男人。
3613800013_5a54968ab0.jpg#zhm#0 一只棕色和白色相间的狗张着嘴跑过一片草地。
3613800013_5a54968ab0.jpg#zhm#1 一只棕色和白色的狗在覆盖着黄色的花的田野上奔跑。
3613800013_5a54968ab0.jpg#zhm#2 一只狗在田野里朝着相机奔跑过来。
3613800013_5a54968ab0.jpg#zhm#3 一个一只眼睛上有记号的狗跑过一片草地。
3613800013_5a54968ab0.jpg#zhm#4 一只白狗眼睛处有棕色的斑点跑过一片被蒲公英覆盖的草地。
3613955682_3860e116cf.jpg#zhm#0 同队的运动员一起摆姿势。
3613955682_3860e116cf.jpg#zhm#1 一个足球队在为拍照摆姿势。
3613955682_3860e116cf.jpg#zhm#2 一支穿着红色衣服的足球队一起摆姿势。
3613955682_3860e116cf.jpg#zhm#3 一支运动队在场地上摆着姿势。
3613955682_3860e116cf.jpg#zhm#4 运动队在草地上摆姿势，人群在背景里。
3619416477_9d18580a14.jpg#zhm#0 一只白色的狗在浅水中去接一个绿色的球。
3619416477_9d18580a14.jpg#zhm#1 一只狗正从水里跳出来接住一个球。
3619416477_9d18580a14.jpg#zhm#2 一只白色的狗跳到水里去接一个网球。
3619416477_9d18580a14.jpg#zhm#3 一只白色的狗从水中跳出接球。
3619416477_9d18580a14.jpg#zhm#4 一只白色的狗从水里跳出来抓一个网球。
3624327440_bef4f33f32.jpg#zhm#0 一个穿着黑色衣服的人在一个巨大蓝色波浪中冲浪。
3624327440_bef4f33f32.jpg#zhm#1 一个男人骑着冲浪板穿过汹涌的白色和蓝色的海水。
3624327440_bef4f33f32.jpg#zhm#2 一个冲浪者在海洋中捕到一个很好的波浪，并试图把自己拉起来。
3624327440_bef4f33f32.jpg#zhm#3 一个冲浪者程浪前行。
3624327440_bef4f33f32.jpg#zhm#4 一个冲浪者乘着浪。
3627011534_485f667b10.jpg#zhm#0 一个戴着粉色头带穿着蓝色汗衫的孩子在微笑。
3627011534_485f667b10.jpg#zhm#1 一个穿着紫色上衣和戴着粉红色头巾的女孩在摆姿势照相。
3627011534_485f667b10.jpg#zhm#2 一个年轻的女孩穿着紫色的衬衫，戴着粉色的头巾。
3627011534_485f667b10.jpg#zhm#3 一个穿着紫色衬衫戴着红色头箍的小女孩站在树林旁边。
3627011534_485f667b10.jpg#zhm#4 一个带着粉色发卡穿着无袖衬衫的正在微笑的女孩。
3630332976_fdba22c50b.jpg#zhm#0 一个男孩背着另一个男孩。
3630332976_fdba22c50b.jpg#zhm#1 一个男孩用他的背将另一个男孩抬起。
3630332976_fdba22c50b.jpg#zhm#2 在一个房间里，一个孩子把另一个孩子举在他的背上。
3630332976_fdba22c50b.jpg#zhm#3 一个穿着灰色衬衫的男孩把穿着红色衬衫的男孩背在背上。
3630332976_fdba22c50b.jpg#zhm#4 两个男孩背靠背，一个举起另一个人。
3630641436_8f9ac5b9b2.jpg#zhm#0 三只狗在沙滩上的水中奔跑。
3630641436_8f9ac5b9b2.jpg#zhm#1 三只狗进入海水中。
3630641436_8f9ac5b9b2.jpg#zhm#2 三只狗赶着去追逐扔进海浪里的球。
3630641436_8f9ac5b9b2.jpg#zhm#3 三只狗走开远离海岸的水线。
3630641436_8f9ac5b9b2.jpg#zhm#4 沙滩上三只大狗正在水里玩。
3631986552_944ea208fc.jpg#zhm#0 一个冲浪者在大海中冲浪。
3631986552_944ea208fc.jpg#zhm#1 一个冲浪者从浪里冲过。
3631986552_944ea208fc.jpg#zhm#2 一个在水花中的冲浪者。
3631986552_944ea208fc.jpg#zhm#3 一个冲浪者冲浪。
3631986552_944ea208fc.jpg#zhm#4 冲浪者抓住一个大浪但是他停留在他的冲浪板上。
3635577874_48ebaac734.jpg#zhm#0 一个人骑着蓝色自行车跃在公园上空。
3635577874_48ebaac734.jpg#zhm#1 一个穿着蓝色服装的男人骑着蓝色的自行车跳跃在半空中。
3635577874_48ebaac734.jpg#zhm#2 有人在一辆蓝绿色的自行车上空降。
3635577874_48ebaac734.jpg#zhm#3 一个男孩做着一个特技，在空中，骑着自行车。
3635577874_48ebaac734.jpg#zhm#4 那个男人骑着自行车在高空中表演一个特技。
363617160_6cb0c723be.jpg#zhm#0 一个女孩弯下腰，在脚下的东西上画画。
363617160_6cb0c723be.jpg#zhm#1 一个女孩正拿着一个塑料杯里的油漆刷刷着地面。
363617160_6cb0c723be.jpg#zhm#2 一个女孩在油漆马路。
363617160_6cb0c723be.jpg#zhm#3 一个小女孩把人行道涂成白色。
363617160_6cb0c723be.jpg#zhm#4 一个小女孩在外面把地面漆成白色。
3639967449_137f48b43d.jpg#zhm#0 两个男孩坐在一个建筑物前吃冰棍。
3639967449_137f48b43d.jpg#zhm#1 两个男孩在外面吃冰棍。
3639967449_137f48b43d.jpg#zhm#2 两个男孩坐着吃冰淇淋。
3639967449_137f48b43d.jpg#zhm#3 两个小男孩坐在台阶上吃冰棒棒糖。
3639967449_137f48b43d.jpg#zhm#4 两个正在吃红蓝色的popcycles的小男孩。
3640422448_a0f42e4559.jpg#zhm#0 一个骑手骑着自行车跃到空中，道路前方有棵树。
3640422448_a0f42e4559.jpg#zhm#1 一个自行车手正跳过一个巨大的物体。
3640422448_a0f42e4559.jpg#zhm#2 一个骑自行车的人从一个土坡上跳了下来。
3640422448_a0f42e4559.jpg#zhm#3 一个穿着浅棕色衬衫的人在树林里骑着一辆山地自行车。
3640422448_a0f42e4559.jpg#zhm#4 树林里一个山地车手正驾车越过一颗树的树根。
3641022607_e7a5455d6c.jpg#zhm#0 一个风筝冲浪者在海中开始降落。
3641022607_e7a5455d6c.jpg#zhm#1 一个人在急流中玩滑翔。
3641022607_e7a5455d6c.jpg#zhm#2 一个男人在波浪起伏的水面上滑水。
3641022607_e7a5455d6c.jpg#zhm#3 一个穿着潜水衣的男人迎风冲浪。
3641022607_e7a5455d6c.jpg#zhm#4 一个冲浪者正在汹涌的波涛中控制平衡。
3642220260_3aa8a52670.jpg#zhm#0 一只黑色的狗在一片岩石海滩上。
3642220260_3aa8a52670.jpg#zhm#1 一只黑色的狗沿着海岸走。
3642220260_3aa8a52670.jpg#zhm#2 一只黑色的狗走在岩石附近的海滩上。
3642220260_3aa8a52670.jpg#zhm#3 一只黑色的狗在沙滩上散步。
3642220260_3aa8a52670.jpg#zhm#4 一只在海里游完泳在沙滩上漫步的狗。
3647750811_395fbd397e.jpg#zhm#0 一只黑白相间的狗戴着红色的项圈在草地上走。
3647750811_395fbd397e.jpg#zhm#1 一只狗笨拙地跑。
3647750811_395fbd397e.jpg#zhm#2 一只有红色颈圈的杂色狗蜷缩在草坪上。
3647750811_395fbd397e.jpg#zhm#3 黑白灰相间的狗用三只腿在草丛中蹲着。
3647750811_395fbd397e.jpg#zhm#4 那只戴着红色项圈的狗是白，黑，棕三色的。
3651971126_309e6a5e22.jpg#zhm#0 一个黑色和一只棕黄色的狗在草地前的水泥小路上。
3651971126_309e6a5e22.jpg#zhm#1 一只黑色的狗和一只黄色的狗正走在草地边上的沥青路面上。
3651971126_309e6a5e22.jpg#zhm#2 一张有两只狗的模糊照片。
3651971126_309e6a5e22.jpg#zhm#3 在一片草地旁边的小路上一只白色的狗在一只黑色的狗后面跑。
3651971126_309e6a5e22.jpg#zhm#4 两只狗沿着草地旁边的小路走。
3655074079_7df3812bc5.jpg#zhm#0 一根裸体的身上画了画的骑手在集会上骑车。
3655074079_7df3812bc5.jpg#zhm#1 一个裸体的画着花纹图案的女孩骑着自行车。
3655074079_7df3812bc5.jpg#zhm#2 一个身上画着彩绘的裸体女人骑着一辆自行车。
3655074079_7df3812bc5.jpg#zhm#3 一个身上画着画的女人在公共场合骑着一辆自行车。
3655074079_7df3812bc5.jpg#zhm#4 一个年轻的裸体女士身上画着画骑着自行车穿过一个街头艺术节。
3655155990_b0e201dd3c.jpg#zhm#0 两只狗在水中玩耍。
3655155990_b0e201dd3c.jpg#zhm#1 两只狗在水里玩耍，一只狗跳起来。
3655155990_b0e201dd3c.jpg#zhm#2 两只毛茸茸的米色狗正在海浪中玩耍。
3655155990_b0e201dd3c.jpg#zhm#3 两只白色的狗在白色的波浪中飞溅着水花。
3655155990_b0e201dd3c.jpg#zhm#4 两只在海里玩耍的长毛白狗。
3655964639_21e76383d0.jpg#zhm#0 一个男人把自行车链到栏杆上，一个穿衣服背红包的女人走过。
3655964639_21e76383d0.jpg#zhm#1 几个人正在户外的一个自行车架旁，其中一个是穿着黑裙子的女人。
3655964639_21e76383d0.jpg#zhm#2 戴着红色蝴蝶结的女人走过一辆自行车。
3655964639_21e76383d0.jpg#zhm#3 一个穿着黑色裙子的女人走在街上。
3655964639_21e76383d0.jpg#zhm#4 穿着黑色连衣裙带着红色配饰的女人正沿着街道走。
3657016761_d553e514d9.jpg#zhm#0 一个孩子在水上公园被一个水环从各个方向喷淋。
3657016761_d553e514d9.jpg#zhm#1 一个穿着粉黑相间的泳衣的小孩子从彩色环中的水雾中穿行过来。
3657016761_d553e514d9.jpg#zhm#2 一个年轻的女孩站在水上公园三个喷水的大环下面。
3657016761_d553e514d9.jpg#zhm#3 五颜六色圆环向穿着泳衣的小女孩喷水。
3657016761_d553e514d9.jpg#zhm#4 小女孩穿着她的泳衣站在洒水装置附近并尖叫着。
3658427967_6e2e57458d.jpg#zhm#0 一个穿着泳裤跳进水里的男孩。
3658427967_6e2e57458d.jpg#zhm#1 一个穿着蓝色迷彩裤的男孩正跳进水里。
3658427967_6e2e57458d.jpg#zhm#2 一个男孩即将跳进水里。
3658427967_6e2e57458d.jpg#zhm#3 一个男孩在沙滩上跳进水里。
3658427967_6e2e57458d.jpg#zhm#4 一个年轻男人跳进水里。
3670907052_c827593564.jpg#zhm#0 穿着红黑相间衣服的一个摩托车手骑着摩托车跳跃。
3670907052_c827593564.jpg#zhm#1 一个骑越野摩托车的人在空中飞着。
3670907052_c827593564.jpg#zhm#2 一个穿着红色衣服的家伙在半空中骑着摩托车。
3670907052_c827593564.jpg#zhm#3 一个穿着红色外套的人骑着他的摩托车下山。
3670907052_c827593564.jpg#zhm#4 某个穿着红色衣服骑着自行车的人正在空中移动。
3673165148_67f217064f.jpg#zhm#0 一只棕色和白色相间的狗正站在一块露出一块大石头的海滩附近的浅水中。
3673165148_67f217064f.jpg#zhm#1 一只棕白相间的狗在海滩上。
3673165148_67f217064f.jpg#zhm#2 一只站在沙滩上的狗。
3673165148_67f217064f.jpg#zhm#3 一狗站在沙滩上，身后有一个巨大的岩石。
3673165148_67f217064f.jpg#zhm#4 一只外表很不寻常的狗正站在美丽的天幕前。
3677318686_b018862bb7.jpg#zhm#0 一个男孩在公园里玩两只橙色的球。
3677318686_b018862bb7.jpg#zhm#1 一个穿着紫色上衣的男孩在草坪上抛起橙色的球。
3677318686_b018862bb7.jpg#zhm#2 一个穿着紫色衬衫和蓝色短裤的小男孩玩着橘色的球。
3677318686_b018862bb7.jpg#zhm#3 男孩在草地上玩着一个橙色的球。
3677318686_b018862bb7.jpg#zhm#4 小男孩在公园里抛掷橘黄色的球，他身后是一个游乐场。
3685328542_ab999b83bb.jpg#zhm#0 一个深肤色男人戴着有白色和绿色羽毛的面具，穿着绿色短裤，戴着绿色项链。
3685328542_ab999b83bb.jpg#zhm#1 一个穿着演出服的男人参加游行。
3685328542_ab999b83bb.jpg#zhm#2 游行中一个穿着绿色和银白色狂欢节表演服的男人。
3685328542_ab999b83bb.jpg#zhm#3 一个男人戴着面具，绿色的珠链，穿着绿色的裤子。
3685328542_ab999b83bb.jpg#zhm#4 在一个当地游行上男人穿上夏威夷外装。
3686924335_3c51e8834a.jpg#zhm#0 一只狗被一根软管喷了。
3686924335_3c51e8834a.jpg#zhm#1 一只狗被水喷着。
3686924335_3c51e8834a.jpg#zhm#2 一只狗在空中跳跃被水柱击中。
3686924335_3c51e8834a.jpg#zhm#3 一个动物在砖墙附近被水管冲洗。
3686924335_3c51e8834a.jpg#zhm#4 跳起来的狗被屏幕外的人用软管喷了。
3688858505_e8afd1475d.jpg#zhm#0 一个穿着绿色连衣裙的金发女孩，戴着精心设计的金项链，站在几个女人和一个男人的前面。
3688858505_e8afd1475d.jpg#zhm#1 几个人围着一个站在中间的穿着绿色裙子的女孩。
3688858505_e8afd1475d.jpg#zhm#2 一个穿着一件绿色连衣裙的女孩。
3688858505_e8afd1475d.jpg#zhm#3 身穿绿色裙子的金发女郎站着。
3688858505_e8afd1475d.jpg#zhm#4 穿着绿色连衣裙被观察的女人。
3692593096_fbaea67476.jpg#zhm#0 飞机发射红色浓重的烟雾。
